x,y,ID,MIN_TEMPERATURE_FLAG,MAX_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE,TOTAL_RAIN,TOTAL_SNOW,DIRECTION_MAX_GUST,SNOW_ON_GROUND,HEATING_DEGREE_DAYS,LOCAL_DAY,PROVINCE_CODE,MAX_REL_HUMIDITY,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,COOLING_DEGREE_DAYS,TOTAL_PRECIPITATION_FLAG,CLIMATE_IDENTIFIER,MIN_TEMPERATURE,STATION_NAME,LOCAL_DATE,TOTAL_SNOW_FLAG,COOLING_DEGREE_DAYS_FLAG,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST_FLAG,LOCAL_YEAR,SNOW_ON_GROUND_FLAG,MIN_REL_HUMIDITY_FLAG,MEAN_TEMPERATURE_FLAG,MIN_REL_HUMIDITY,SPEED_MAX_GUST,HEATING_DEGREE_DAYS_FLAG,MAX_TEMPERATURE_FLAG,LOCAL_MONTH,TOTAL_PRECIPITATION
-79.4,43.666666666666664,6158355.2009.8.7,,,18.7,,,,,0,7,ON,79,M,22.3,0.7,,6158355,15.1,TORONTO CITY,2009-08-07 00:00:00,M,,M,M,2009,,,,52,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.8,,,18.7,,,,,0,8,ON,99,M,22.2,0.7,,6158355,15.1,TORONTO CITY,2009-08-08 00:00:00,M,,M,M,2009,,,,53,,,,8,2.6
-79.4,43.666666666666664,6158355.2009.8.9,,,22.7,,,,,0,9,ON,99,M,26.2,4.7,,6158355,19.2,TORONTO CITY,2009-08-09 00:00:00,M,,M,M,2009,,,,84,,,,8,23.9
-79.4,43.666666666666664,6158355.2009.8.10,,,25.7,,,,,0,10,ON,100,M,31.1,7.7,,6158355,20.2,TORONTO CITY,2009-08-10 00:00:00,M,,M,M,2009,,,,62,,,,8,0.9
-79.4,43.666666666666664,6158355.2009.8.11,,,23,,,,,0,11,ON,96,M,26.7,5,,6158355,19.2,TORONTO CITY,2009-08-11 00:00:00,M,,M,M,2009,,,,64,,,,8,6.4
-79.4,43.666666666666664,6158355.2009.8.12,,,22.6,,,,,0,12,ON,98,M,26.5,4.6,,6158355,18.6,TORONTO CITY,2009-08-12 00:00:00,M,,M,M,2009,,,,68,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.13,,,23.8,,,,,0,13,ON,82,M,28.2,5.8,,6158355,19.4,TORONTO CITY,2009-08-13 00:00:00,M,,M,M,2009,,,,56,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.14,,,24.2,,,,,0,14,ON,92,M,29,6.2,,6158355,19.3,TORONTO CITY,2009-08-14 00:00:00,M,,M,M,2009,,,,56,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.15,,,25.3,,,,,0,15,ON,96,M,30,7.3,,6158355,20.5,TORONTO CITY,2009-08-15 00:00:00,M,,M,M,2009,,,,52,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.16,,,25.4,,,,,0,16,ON,92,M,29.7,7.4,,6158355,21,TORONTO CITY,2009-08-16 00:00:00,M,,M,M,2009,,,,62,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.17,,,27.9,,,,,0,17,ON,93,M,32,9.9,,6158355,23.7,TORONTO CITY,2009-08-17 00:00:00,M,,M,M,2009,,,,61,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.18,,,26.1,,,,,0,18,ON,95,M,29.4,8.1,,6158355,22.7,TORONTO CITY,2009-08-18 00:00:00,M,,M,M,2009,,,,59,,,,8,1.8
-79.4,43.666666666666664,6158355.2009.8.19,,,22.6,,,,,0,19,ON,79,M,26.2,4.6,,6158355,19,TORONTO CITY,2009-08-19 00:00:00,M,,M,M,2009,,,,51,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.20,,,25.5,,,,,0,20,ON,99,M,29.5,7.5,,6158355,21.4,TORONTO CITY,2009-08-20 00:00:00,M,,M,M,2009,,,,71,,,,8,30.4
-79.4,43.666666666666664,6158355.2009.8.21,,,23.7,,,,,0,21,ON,98,M,27,5.7,,6158355,20.4,TORONTO CITY,2009-08-21 00:00:00,M,,M,M,2009,,,,51,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.22,,,22.1,,,,,0,22,ON,93,M,25.6,4.1,,6158355,18.6,TORONTO CITY,2009-08-22 00:00:00,M,,M,M,2009,,,,70,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.23,,,19.6,,,,,0,23,ON,92,M,22.8,1.6,,6158355,16.3,TORONTO CITY,2009-08-23 00:00:00,M,,M,M,2009,,,,71,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.24,,,19.7,,,,,0,24,ON,90,M,23.9,1.7,,6158355,15.4,TORONTO CITY,2009-08-24 00:00:00,M,,M,M,2009,,,,65,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.25,,,20.4,,,,,0,25,ON,94,M,25.5,2.4,,6158355,15.3,TORONTO CITY,2009-08-25 00:00:00,M,,M,M,2009,,,,67,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.26,,,20.1,,,,,0,26,ON,95,M,23.8,2.1,,6158355,16.3,TORONTO CITY,2009-08-26 00:00:00,M,,M,M,2009,,,,52,,,,8,2.6
-79.4,43.666666666666664,6158355.2009.8.27,,,17.1,,,,,0.9,27,ON,65,M,20.3,0,,6158355,13.8,TORONTO CITY,2009-08-27 00:00:00,M,,M,M,2009,,,,48,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.28,,,17.6,,,,,0.4,28,ON,97,M,19.9,0,,6158355,15.3,TORONTO CITY,2009-08-28 00:00:00,M,,M,M,2009,,,,61,,,,8,9
-79.4,43.666666666666664,6158355.2009.8.29,,,19.4,,,,,0,29,ON,100,M,22.8,1.4,,6158355,15.9,TORONTO CITY,2009-08-29 00:00:00,M,,M,M,2009,,,,62,,,,8,14.9
-79.4,43.666666666666664,6158355.2009.8.30,,,15.8,,,,,2.2,30,ON,93,M,19.5,0,,6158355,12,TORONTO CITY,2009-08-30 00:00:00,M,,M,M,2009,,,,63,,,,8,0
-79.4,43.666666666666664,6158355.2009.8.31,,,15.9,,,,,2.1,31,ON,92,M,20.7,0,,6158355,11,TORONTO CITY,2009-08-31 00:00:00,M,,M,M,2009,,,,49,,,,8,0
-79.4,43.666666666666664,6158355.2009.9.1,,,16.8,,,,,1.2,1,ON,86,M,21.8,0,,6158355,11.7,TORONTO CITY,2009-09-01 00:00:00,M,,M,M,2009,,,,41,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.2,,,18.8,,,,,0,2,ON,92,M,24,0.8,,6158355,13.6,TORONTO CITY,2009-09-02 00:00:00,M,,M,M,2009,,,,47,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.3,,,19.7,,,,,0,3,ON,96,M,24.7,1.7,,6158355,14.7,TORONTO CITY,2009-09-03 00:00:00,M,,M,M,2009,,,,47,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.4,,,20.1,,,,,0,4,ON,90,M,25.6,2.1,,6158355,14.5,TORONTO CITY,2009-09-04 00:00:00,M,,M,M,2009,,,,38,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.5,,,20.5,,,,,0,5,ON,96,M,23.8,2.5,,6158355,17.1,TORONTO CITY,2009-09-05 00:00:00,M,,M,M,2009,,,,65,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.6,,,20,,,,,0,6,ON,95,M,22.8,2,,6158355,17.2,TORONTO CITY,2009-09-06 00:00:00,M,,M,M,2009,,,,57,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.7,,,20.8,,,,,0,7,ON,96,M,23.6,2.8,,6158355,18,TORONTO CITY,2009-09-07 00:00:00,M,,M,M,2009,,,,70,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.8,,,21.6,,,,,0,8,ON,98,M,24.8,3.6,,6158355,18.4,TORONTO CITY,2009-09-08 00:00:00,M,,M,M,2009,,,,54,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.9,,,21,,,,,0,9,ON,88,M,23.3,3,,6158355,18.7,TORONTO CITY,2009-09-09 00:00:00,M,,M,M,2009,,,,69,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.10,,,20,,,,,0,10,ON,85,M,24.2,2,,6158355,15.8,TORONTO CITY,2009-09-10 00:00:00,M,,M,M,2009,,,,54,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.11,,,17.8,,,,,0.2,11,ON,83,M,20.5,0,,6158355,15,TORONTO CITY,2009-09-11 00:00:00,M,,M,M,2009,,,,51,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.12,,,19.6,,,,,0,12,ON,81,M,23.6,1.6,,6158355,15.5,TORONTO CITY,2009-09-12 00:00:00,M,,M,M,2009,,,,47,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.13,,,20,,,,,0,13,ON,91,M,25,2,,6158355,14.9,TORONTO CITY,2009-09-13 00:00:00,M,,M,M,2009,,,,52,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.14,,,19.7,,,,,0,14,ON,95,M,26.2,1.7,,6158355,13.1,TORONTO CITY,2009-09-14 00:00:00,M,,M,M,2009,,,,51,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.15,,,18.1,,,,,0,15,ON,94,M,24,0.1,,6158355,12.1,TORONTO CITY,2009-09-15 00:00:00,M,,M,M,2009,,,,39,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.16,,,14.5,,,,,3.5,16,ON,86,M,18.4,0,,6158355,10.6,TORONTO CITY,2009-09-16 00:00:00,M,,M,M,2009,,,,54,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.17,,,16.3,,,,,1.7,17,ON,79,M,20.9,0,,6158355,11.7,TORONTO CITY,2009-09-17 00:00:00,M,,M,M,2009,,,,53,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.18,,,16.2,,,,,1.8,18,ON,84,M,21,0,,6158355,11.3,TORONTO CITY,2009-09-18 00:00:00,M,,M,M,2009,,,,41,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.19,,,13.3,,,,,4.7,19,ON,86,M,17.7,0,,6158355,8.9,TORONTO CITY,2009-09-19 00:00:00,M,,M,M,2009,,,,48,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.20,,,15.2,,,,,2.8,20,ON,92,M,19.9,0,,6158355,10.4,TORONTO CITY,2009-09-20 00:00:00,M,,M,M,2009,,,,57,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.21,,,18.7,,,,,0,21,ON,99,M,21.1,0.7,,6158355,16.2,TORONTO CITY,2009-09-21 00:00:00,M,,M,M,2009,,,,78,,,,9,0.6
-79.4,43.666666666666664,6158355.2009.9.22,,,21.9,,,,,0,22,ON,98,M,23.3,3.9,,6158355,20.4,TORONTO CITY,2009-09-22 00:00:00,M,,M,M,2009,,,,89,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.23,,,23.1,,,,,0,23,ON,100,M,28.2,5.1,,6158355,18,TORONTO CITY,2009-09-23 00:00:00,M,,M,M,2009,,,,64,,,,9,1
-79.4,43.666666666666664,6158355.2009.9.24,,,18.9,,,,,0,24,ON,94,M,22.5,0.9,,6158355,15.3,TORONTO CITY,2009-09-24 00:00:00,M,,M,M,2009,,,,52,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.25,,,13.8,,,,,4.2,25,ON,85,M,15.5,0,,6158355,12,TORONTO CITY,2009-09-25 00:00:00,M,,M,M,2009,,,,62,,,,9,0
-79.4,43.666666666666664,6158355.2009.9.26,,,15.5,,,,,2.5,26,ON,100,M,17.4,0,,6158355,13.5,TORONTO CITY,2009-09-26 00:00:00,M,,M,M,2009,,,,72,,,,9,12.6
-79.4,43.666666666666664,6158355.2009.9.27,,,18.1,,,,,0,27,ON,100,M,21.2,0.1,,6158355,15,TORONTO CITY,2009-09-27 00:00:00,M,,M,M,2009,,,,67,,,,9,2.8
-79.4,43.666666666666664,6158355.2009.9.28,,,15.5,,,,,2.5,28,ON,99,M,19,0,,6158355,11.9,TORONTO CITY,2009-09-28 00:00:00,M,,M,M,2009,,,,54,,,,9,11.1
-79.4,43.666666666666664,6158355.2009.9.29,,,12.2,,,,,5.8,29,ON,95,M,16.4,0,,6158355,7.9,TORONTO CITY,2009-09-29 00:00:00,M,,M,M,2009,,,,72,,,,9,5.3
-79.4,43.666666666666664,6158355.2009.9.30,,,9.5,,,,,8.5,30,ON,86,M,12.3,0,,6158355,6.6,TORONTO CITY,2009-09-30 00:00:00,M,,M,M,2009,,,,63,,,,9,0
-79.4,43.666666666666664,6158355.2009.10.1,,,8.5,,,,,9.5,1,ON,86,M,11.5,0,,6158355,5.4,TORONTO CITY,2009-10-01 00:00:00,M,,M,M,2009,,,,65,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.2,,,10.4,,,,,7.6,2,ON,100,M,13.4,0,,6158355,7.3,TORONTO CITY,2009-10-02 00:00:00,M,,M,M,2009,,,,82,,,,10,15.5
-79.4,43.666666666666664,6158355.2009.10.3,,,12.9,,,,,5.1,3,ON,99,M,17,0,,6158355,8.8,TORONTO CITY,2009-10-03 00:00:00,M,,M,M,2009,,,,71,,,,10,3.1
-79.4,43.666666666666664,6158355.2009.10.4,,,11.5,,,,,6.5,4,ON,97,M,13.9,0,,6158355,9,TORONTO CITY,2009-10-04 00:00:00,M,,M,M,2009,,,,83,,,,10,1.2
-79.4,43.666666666666664,6158355.2009.10.5,,,12.9,,,,,5.1,5,ON,97,M,17.1,0,,6158355,8.7,TORONTO CITY,2009-10-05 00:00:00,M,,M,M,2009,,,,55,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.6,,,11.3,,,,,6.7,6,ON,100,M,14.8,0,,6158355,7.8,TORONTO CITY,2009-10-06 00:00:00,M,,M,M,2009,,,,74,,,,10,7.9
-79.4,43.666666666666664,6158355.2009.10.7,,,11.2,,,,,6.8,7,ON,96,M,14,0,,6158355,8.3,TORONTO CITY,2009-10-07 00:00:00,M,,M,M,2009,,,,68,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.8,,,12,,,,,6,8,ON,97,M,16.9,0,,6158355,7.1,TORONTO CITY,2009-10-08 00:00:00,M,,M,M,2009,,,,63,,,,10,1.5
-79.4,43.666666666666664,6158355.2009.10.9,,,10.1,,,,,7.9,9,ON,99,M,11.9,0,,6158355,8.2,TORONTO CITY,2009-10-09 00:00:00,M,,M,M,2009,,,,92,,,,10,19.1
-79.4,43.666666666666664,6158355.2009.10.10,,,10.4,,,,,7.6,10,ON,95,M,13.5,0,,6158355,7.3,TORONTO CITY,2009-10-10 00:00:00,M,,M,M,2009,,,,57,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.11,,,6,,,,,12,11,ON,80,M,9.7,0,,6158355,2.3,TORONTO CITY,2009-10-11 00:00:00,M,,M,M,2009,,,,44,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.12,,,4.3,,,,,13.7,12,ON,85,M,7,0,,6158355,1.5,TORONTO CITY,2009-10-12 00:00:00,M,,M,M,2009,,,,68,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.13,,,7.2,,,,,10.8,13,ON,88,M,10.7,0,,6158355,3.7,TORONTO CITY,2009-10-13 00:00:00,M,,M,M,2009,,,,54,,,,10,0.6
-79.4,43.666666666666664,6158355.2009.10.14,,,4.4,,,,,13.6,14,ON,90,M,7.5,0,,6158355,1.2,TORONTO CITY,2009-10-14 00:00:00,M,,M,M,2009,,,,44,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.15,,,3.2,,,,,14.8,15,ON,76,M,4.9,0,,6158355,1.5,TORONTO CITY,2009-10-15 00:00:00,M,,M,M,2009,,,,52,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.16,,,3.8,,,,,14.2,16,ON,75,M,6.6,0,,6158355,0.9,TORONTO CITY,2009-10-16 00:00:00,M,,M,M,2009,,,,52,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.17,,,6.2,,,,,11.8,17,ON,65,M,9.6,0,,6158355,2.8,TORONTO CITY,2009-10-17 00:00:00,M,,M,M,2009,,,,38,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.18,,,6.3,,,,,11.7,18,ON,74,M,10.3,0,,6158355,2.2,TORONTO CITY,2009-10-18 00:00:00,M,,M,M,2009,,,,38,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.19,,,7.3,,,,,10.7,19,ON,80,M,13,0,,6158355,1.6,TORONTO CITY,2009-10-19 00:00:00,M,,M,M,2009,,,,59,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.20,,,14.1,,,,,3.9,20,ON,82,M,16.5,0,,6158355,11.7,TORONTO CITY,2009-10-20 00:00:00,M,,M,M,2009,,,,59,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.21,,,12.5,,,,,5.5,21,ON,97,M,13.9,0,,6158355,11,TORONTO CITY,2009-10-21 00:00:00,M,,M,M,2009,,,,80,,,,10,0.7
-79.4,43.666666666666664,6158355.2009.10.22,,,11,,,,,7,22,ON,99,M,17.1,0,,6158355,4.8,TORONTO CITY,2009-10-22 00:00:00,M,,M,M,2009,,,,73,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.23,,,7.5,,,,,10.5,23,ON,100,M,11.1,0,,6158355,3.8,TORONTO CITY,2009-10-23 00:00:00,M,,M,M,2009,,,,78,,,,10,21.1
-79.4,43.666666666666664,6158355.2009.10.24,,,10.9,,,,,7.1,24,ON,100,M,13.9,0,,6158355,7.8,TORONTO CITY,2009-10-24 00:00:00,M,,M,M,2009,,,,66,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.25,,,9.7,,,,,8.3,25,ON,93,M,13.1,0,,6158355,6.2,TORONTO CITY,2009-10-25 00:00:00,M,,M,M,2009,,,,60,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.26,,,9.8,,,,,8.2,26,ON,89,M,11.3,0,,6158355,8.3,TORONTO CITY,2009-10-26 00:00:00,M,,M,M,2009,,,,77,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.27,,,12.1,,,,,5.9,27,ON,92,M,15.1,0,,6158355,9,TORONTO CITY,2009-10-27 00:00:00,M,,M,M,2009,,,,71,,,,10,0
-79.4,43.666666666666664,6158355.2009.10.28,,,11.3,,,,,6.7,28,ON,,M,12,0,,6158355,10.6,TORONTO CITY,2009-10-28 00:00:00,M,,M,M,2009,,,,,,,,10,1.4
-79.4,43.666666666666664,6158355.2009.10.29,,,10.5,,,,,7.5,29,ON,97,M,11.3,0,,6158355,9.6,TORONTO CITY,2009-10-29 00:00:00,M,,M,M,2009,,,,89,,,,10,0.6
-79.4,43.666666666666664,6158355.2009.10.30,,,12.8,,,,,5.2,30,ON,99,M,15.4,0,,6158355,10.1,TORONTO CITY,2009-10-30 00:00:00,M,,M,M,2009,,,,82,,,,10,3.7
-79.4,43.666666666666664,6158355.2009.10.31,,,12,,,,,6,31,ON,98,M,15.7,0,,6158355,8.2,TORONTO CITY,2009-10-31 00:00:00,M,,M,M,2009,,,,49,,,,10,4.7
-79.4,43.666666666666664,6158355.2009.11.1,,,8.4,,,,,9.6,1,ON,72,M,10.5,0,,6158355,6.3,TORONTO CITY,2009-11-01 00:00:00,M,,M,M,2009,,,,60,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.2,,,8.5,,,,,9.5,2,ON,90,M,11,0,,6158355,5.9,TORONTO CITY,2009-11-02 00:00:00,M,,M,M,2009,,,,66,,,,11,2.3
-79.4,43.666666666666664,6158355.2009.11.3,,,6.4,,,,,11.6,3,ON,91,M,9.9,0,,6158355,2.9,TORONTO CITY,2009-11-03 00:00:00,M,,M,M,2009,,,,60,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.4,,,4.2,,,,,13.8,4,ON,93,M,6.6,0,,6158355,1.8,TORONTO CITY,2009-11-04 00:00:00,M,,M,M,2009,,,,67,,,,11,1.5
-79.4,43.666666666666664,6158355.2009.11.5,,,5,,,,,13,5,ON,95,M,8.6,0,,6158355,1.3,TORONTO CITY,2009-11-05 00:00:00,M,,M,M,2009,,,,66,,,,11,3
-79.4,43.666666666666664,6158355.2009.11.6,,,2.6,,,,,15.4,6,ON,83,M,5.8,0,,6158355,-0.7,TORONTO CITY,2009-11-06 00:00:00,M,,M,M,2009,,,,54,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.7,,,10.4,,,,,7.6,7,ON,87,M,15,0,,6158355,5.7,TORONTO CITY,2009-11-07 00:00:00,M,,M,M,2009,,,,55,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.8,,,13,,,,,5,8,ON,97,M,18.2,0,,6158355,7.7,TORONTO CITY,2009-11-08 00:00:00,M,,M,M,2009,,,,39,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.9,,,13.3,,,,,4.7,9,ON,92,M,18.3,0,,6158355,8.3,TORONTO CITY,2009-11-09 00:00:00,M,,M,M,2009,,,,62,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.10,,,10.4,,,,,7.6,10,ON,87,M,14.2,0,,6158355,6.5,TORONTO CITY,2009-11-10 00:00:00,M,,M,M,2009,,,,45,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.11,,,6.1,,,,,11.9,11,ON,79,M,8.6,0,,6158355,3.6,TORONTO CITY,2009-11-11 00:00:00,M,,M,M,2009,,,,60,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.12,,,6.3,,,,,11.7,12,ON,89,M,9.4,0,,6158355,3.1,TORONTO CITY,2009-11-12 00:00:00,M,,M,M,2009,,,,60,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.13,,,6.8,,,,,11.2,13,ON,90,M,10.6,0,,6158355,3,TORONTO CITY,2009-11-13 00:00:00,M,,M,M,2009,,,,62,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.14,,,11.8,,,,,6.2,14,ON,99,M,14.8,0,,6158355,8.7,TORONTO CITY,2009-11-14 00:00:00,M,,M,M,2009,,,,60,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.15,,,9.4,,,,,8.6,15,ON,100,M,14,0,,6158355,4.8,TORONTO CITY,2009-11-15 00:00:00,M,,M,M,2009,,,,71,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.16,,,6.7,,,,,11.3,16,ON,84,M,9.8,0,,6158355,3.6,TORONTO CITY,2009-11-16 00:00:00,M,,M,M,2009,,,,46,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.17,,,4.4,,,,,13.6,17,ON,87,M,7.1,0,,6158355,1.6,TORONTO CITY,2009-11-17 00:00:00,M,,M,M,2009,,,,69,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.18,,,7.4,,,,,10.6,18,ON,95,M,11.1,0,,6158355,3.6,TORONTO CITY,2009-11-18 00:00:00,M,,M,M,2009,,,,62,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.19,,,9.5,,,,,8.5,19,ON,100,M,10.8,0,,6158355,8.2,TORONTO CITY,2009-11-19 00:00:00,M,,M,M,2009,,,,83,,,,11,9.8
-79.4,43.666666666666664,6158355.2009.11.20,,,8.4,,,,,9.6,20,ON,95,M,10.7,0,,6158355,6.1,TORONTO CITY,2009-11-20 00:00:00,M,,M,M,2009,,,,71,,,,11,1
-79.4,43.666666666666664,6158355.2009.11.21,,,9,,,,,9,21,ON,95,M,11.9,0,,6158355,6.1,TORONTO CITY,2009-11-21 00:00:00,M,,M,M,2009,,,,70,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.22,,,8.4,,,,,9.6,22,ON,96,M,10.4,0,,6158355,6.3,TORONTO CITY,2009-11-22 00:00:00,M,,M,M,2009,,,,73,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.23,,,8.1,,,,,9.9,23,ON,95,M,9.7,0,,6158355,6.4,TORONTO CITY,2009-11-23 00:00:00,M,,M,M,2009,,,,77,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.24,,,7.8,,,,,10.2,24,ON,100,M,8.4,0,,6158355,7.1,TORONTO CITY,2009-11-24 00:00:00,M,,M,M,2009,,,,93,,,,11,0.6
-79.4,43.666666666666664,6158355.2009.11.25,,,9.4,,,,,8.6,25,ON,100,M,10.6,0,,6158355,8.2,TORONTO CITY,2009-11-25 00:00:00,M,,M,M,2009,,,,90,,,,11,4.9
-79.4,43.666666666666664,6158355.2009.11.26,,,6.7,,,,,11.3,26,ON,97,M,9.8,0,,6158355,3.5,TORONTO CITY,2009-11-26 00:00:00,M,,M,M,2009,,,,66,,,,11,1.8
-79.4,43.666666666666664,6158355.2009.11.27,,,5,,,,,13,27,ON,89,M,7.5,0,,6158355,2.5,TORONTO CITY,2009-11-27 00:00:00,M,,M,M,2009,,,,64,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.28,,,4.8,,,,,13.2,28,ON,84,M,7,0,,6158355,2.6,TORONTO CITY,2009-11-28 00:00:00,M,,M,M,2009,,,,70,,,,11,0
-79.4,43.666666666666664,6158355.2009.11.29,,,5.4,,,,,12.6,29,ON,98,M,8.1,0,,6158355,2.6,TORONTO CITY,2009-11-29 00:00:00,M,,M,M,2009,,,,85,,,,11,6.8
-79.4,43.666666666666664,6158355.2009.11.30,,,4,,,,,14,30,ON,96,M,5.9,0,,6158355,2.1,TORONTO CITY,2009-11-30 00:00:00,M,,M,M,2009,,,,57,,,,11,1.2
-79.4,43.666666666666664,6158355.2009.12.1,,,4.6,,,,,13.4,1,ON,91,M,7.4,0,,6158355,1.7,TORONTO CITY,2009-12-01 00:00:00,M,,M,M,2009,,,,60,,,,12,0
-79.4,43.666666666666664,6158355.2009.12.2,,,7.9,,,,,10.1,2,ON,99,M,10.3,0,,6158355,5.4,TORONTO CITY,2009-12-02 00:00:00,M,,M,M,2009,,,,67,,,,12,18
-79.4,43.666666666666664,6158355.2009.12.3,,,5.5,,,,,12.5,3,ON,100,M,8.3,0,,6158355,2.6,TORONTO CITY,2009-12-03 00:00:00,M,,M,M,2009,,,,75,,,,12,4.4
-79.4,43.666666666666664,6158355.2009.12.4,,,1.4,,,,,16.6,4,ON,83,M,4,0,,6158355,-1.3,TORONTO CITY,2009-12-04 00:00:00,M,,M,M,2009,,,,47,,,,12,0
-79.4,43.666666666666664,6158355.2009.12.5,,,-0.7,,,,,18.7,5,ON,75,M,1.4,0,,6158355,-2.7,TORONTO CITY,2009-12-05 00:00:00,M,,M,M,2009,,,,53,,,,12,0
-79.4,43.666666666666664,6158355.2009.12.6,,,0.3,,,,,17.7,6,ON,77,M,2.8,0,,6158355,-2.3,TORONTO CITY,2009-12-06 00:00:00,M,,M,M,2009,,,,48,,,,12,0
-79.4,43.666666666666664,6158355.2009.12.7,,,1.2,,,,,16.8,7,ON,92,M,2.6,0,,6158355,-0.2,TORONTO CITY,2009-12-07 00:00:00,M,,M,M,2009,,,,67,,,,12,0
-79.4,43.666666666666664,6158355.2009.12.8,,,0.4,,,,,17.6,8,ON,86,M,3,0,,6158355,-2.2,TORONTO CITY,2009-12-08 00:00:00,M,,M,M,2009,,,,56,,,,12,0
-79.4,43.666666666666664,6158355.2009.12.9,,,3.5,,,,,14.5,9,ON,100,M,6.8,0,,6158355,0.1,TORONTO CITY,2009-12-09 00:00:00,M,,M,M,2009,,,,69,,,,12,28.6
-79.4,43.666666666666664,6158355.2009.12.10,,,-4.2,,,,,22.2,10,ON,95,M,0.1,0,,6158355,-8.5,TORONTO CITY,2009-12-10 00:00:00,M,,M,M,2009,,,,63,,,,12,0.6
-79.4,43.666666666666664,6158355.2009.12.11,,,-7,,,,,25,11,ON,73,M,-5.1,0,,6158355,-8.8,TORONTO CITY,2009-12-11 00:00:00,M,,M,M,2009,,,,57,,,,12,0
